AGI code	Annotation
AT5G08250	"cytochrome P450 family protein; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; LOCATED IN: cellular_component unknown; EXPRESSED IN: male gametophyte, flower; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, C-terminal region (InterPro:IPR017973), Cytochrome P450, conserved site (InterPro:IPR017972), Cytochrome P450, E-class, group I (InterPro:IPR002401); BEST Arabidopsis thaliana protein match is: CYP86B1; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT5G23190.1); Has 19626 Blast hits to 19569 proteins in 1041 species: Archae - 19; Bacteria - 1421; Metazoa - 8932; Fungi - 3724; Plants - 4759; Viruses - 3; Other Eukaryotes - 768 (source: NCBI BLink)."
AT5G09680	"cytochrome b5 domain-containing protein; FUNCTIONS IN: heme binding; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Cytochrome b5, heme-binding site (InterPro:IPR018506), Cytochrome b5 (InterPro:IPR001199); BEST Arabidopsis thaliana protein match is: CB5-A (CYTOCHROME B5 ISOFORM A); heme binding (TAIR:AT1G26340.1); Has 2233 Blast hits to 2217 proteins in 344 species: Archae - 1; Bacteria - 7; Metazoa - 608; Fungi - 741; Plants - 527; Viruses - 0; Other Eukaryotes - 349 (source: NCBI BLink)."
AT5G13430	"ubiquinol-cytochrome C reductase iron-sulfur subunit, mitochondrial, putative / Rieske iron-sulfur protein, putative; FUNCTIONS IN: metal ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III, membrane; EXPRESSED IN: male gametophyte, guard cell, pollen tube, leaf; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Ubiquinol-cytochrome c reductase, iron-sulphur subunit (InterPro:IPR006317), Rieske [2Fe-2S] iron-sulphur domain (InterPro:IPR017941), Rieske [2Fe-2S] region (InterPro:IPR005806), Rieske iron-sulphur protein (InterPro:IPR014349), Ubiquinol cytochrome reductase transmembrane region (InterPro:IPR004192); BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase iron-sulfur subunit, mitochondrial, putative / Rieske iron-sulfur protein, putative (TAIR:AT5G13440.1); Has 3940 Blast hits to 3940 proteins in 823 species: Archae - 4; Bacteria - 1411; Metazoa - 206; Fungi - 100; Plants - 334; Viruses - 0; Other Eukaryotes - 1885 (source: NCBI BLink)."
AT5G13440	"ubiquinol-cytochrome C reductase iron-sulfur subunit, mitochondrial, putative / Rieske iron-sulfur protein, putative; FUNCTIONS IN: metal ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III; EXPRESSED IN: guard cell, cultured cell; CONTAINS InterPro DOMAIN/s: Ubiquinol-cytochrome c reductase, iron-sulphur subunit (InterPro:IPR006317), Rieske [2Fe-2S] iron-sulphur domain (InterPro:IPR017941), Rieske [2Fe-2S] region (InterPro:IPR005806), Rieske iron-sulphur protein (InterPro:IPR014349), Ubiquinol cytochrome reductase transmembrane region (InterPro:IPR004192); BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase iron-sulfur subunit, mitochondrial, putative / Rieske iron-sulfur protein, putative (TAIR:AT5G13430.1); Has 3953 Blast hits to 3953 proteins in 832 species: Archae - 4; Bacteria - 1423; Metazoa - 206; Fungi - 100; Plants - 334; Viruses - 0; Other Eukaryotes - 1886 (source: NCBI BLink)."
AT5G14130	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: embryo, hypocotyl, fruit, root; EXPRESSED DURING: C globular stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT4G37530.1); Has 2956 Blast hits to 2939 proteins in 222 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 109; Plants - 2801; Viruses - 0; Other Eukaryotes - 42 (source: NCBI BLink)."
AT5G15180	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: flower, root, carpel; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 27 (PER27) (P27) (PRXR7) (TAIR:AT3G01190.1); Has 2845 Blast hits to 2829 proteins in 193 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 47; Plants - 2769; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink)."
AT5G16060	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase biogenesis protein Cmc1-like (InterPro:IPR013892); Has 47 Blast hits to 47 proteins in 24 species: Archae - 0; Bacteria - 0; Metazoa - 4; Fungi - 17; Plants - 21; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).
AT5G17770	"Encodes NADH:cytochrome (Cyt) b5 reductase that displayed strict specificity to NADH for the reduction of a recombinant Cyt b5 (AtB5-A), whereas no Cyt b5 reduction was observed when NADPH was used as the electron donor."
AT5G17820	"peroxidase 57 (PER57) (P57) (PRXR10); FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: cell wall, membrane, plant-type cell wall; EXPRESSED IN: root, leaf; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT3G03670.1); Has 2859 Blast hits to 2843 proteins in 198 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 46; Plants - 2774; Viruses - 0; Other Eukaryotes - 37 (source: NCBI BLink)."
AT5G19880	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to ethylene stimulus, response to oxidative stress, response to virus, N-terminal protein myristoylation; LOCATED IN: endomembrane system; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G06720.1); Has 2756 Blast hits to 2744 proteins in 176 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 30; Plants - 2698; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink)."
AT5G19890	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: nucleus, cytoplasm; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G06730.1); Has 2820 Blast hits to 2810 proteins in 191 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 39; Plants - 2752; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink)."
AT5G20080	"NADH-cytochrome b5 reductase, putative; FUNCTIONS IN: cytochrome-b5 reductase activity, electron carrier activity, oxidoreductase activity; INVOLVED IN: response to salt stress; LOCATED IN: mitochondrion, plant-type cell wall; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927), Oxidoreductase FAD/NAD(P)-binding (InterPro:IPR001433), Oxidoreductase FAD-binding region (InterPro:IPR008333), Riboflavin synthase-like beta-barrel (InterPro:IPR017938), Flavoprotein pyridine nucleotide cytochrome reductase (InterPro:IPR001709), NADH:cytochrome b5 reductase (CBR) (InterPro:IPR001834); BEST Arabidopsis thaliana protein match is: ATCBR (ARABIDOPSIS THALIANA NADH:CYTOCHROME B5 REDUCTASE 1); cytochrome-b5 reductase (TAIR:AT5G17770.1); Has 6567 Blast hits to 6567 proteins in 1194 species: Archae - 47; Bacteria - 4114; Metazoa - 446; Fungi - 545; Plants - 351; Viruses - 0; Other Eukaryotes - 1064 (source: NCBI BLink)."
AT5G20140	"SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2358 (InterPro:IPR018790), SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT3G10130.1); Has 1348 Blast hits to 1346 proteins in 137 species: Archae - 10; Bacteria - 204; Metazoa - 88; Fungi - 0; Plants - 111; Viruses - 0; Other Eukaryotes - 935 (source: NCBI BLink)."
AT5G22410	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 57 (PER57) (P57) (PRXR10) (TAIR:AT5G17820.1); Has 2424 Blast hits to 2416 proteins in 126 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 12; Plants - 2406; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink)."
AT5G23190	"cytochrome P450 CYP86B1, nuclear gene for chloroplast product"
AT5G24070	"peroxidase family protein; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT2G43480.1); Has 2555 Blast hits to 2543 proteins in 158 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 40; Plants - 2497; Viruses - 0; Other Eukaryotes - 16 (source: NCBI BLink)."
AT5G24950	putative cytochrome P450
AT5G24960	putative cytochrome P450
AT5G25120	putative cytochrome P450
AT5G25130	putative cytochrome P450
AT5G25140	putative cytochrome P450
AT5G25180	putative cytochrome P450
AT5G25450	"ubiquinol-cytochrome C reductase complex 14 kDa protein, putative; FUNCTIONS IN: ubiquinol-cytochrome-c reductase activity; INVOLVED IN: mitochondrial electron transport, ubiquinol to cytochrome c; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III, membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome bd ubiquinol oxidase, 14 kDa subunit (InterPro:IPR003197); BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase complex 14 kDa protein, putative (TAIR:AT4G32470.1); Has 242 Blast hits to 242 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 160; Fungi - 25; Plants - 51; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink)."
AT5G25900	Encodes a member of the CYP701A cytochrome p450 family that is involved in later steps of the gibberellin biosynthetic pathway.
AT5G26030	encodes ferrochelatase I located in plastids. Involved in heme biosynthesis in non-photosynthetic tissues and induced by oxidative stress in photosynthetic tissues to supply heme for defensive hemoproteins
AT5G33441	"pseudogene, similar to cytochrome P450-like protein, blastp match of 46% identity and 6.5e-67 P-value to GP|20804570|dbj|BAB92262.1||AP003232 cytochrome P450-like protein {Oryza sativa (japonica cultivar-group)}"
AT5G35270	"transposable element gene; similar to cytochrome P-450 aromatase-related [Arabidopsis thaliana] (TAIR:AT4G07435.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340)"
AT5G35715	encodes a protein with cytochrome P450 domain
AT5G35735	"auxin-responsive family protein; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP037471 (InterPro:IPR017214), Protein of unknown function DUF568, DOMON-like (InterPro:IPR007613), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: auxin-responsive protein, putative (TAIR:AT5G47530.1); Has 377 Blast hits to 377 proteins in 72 species: Archae - 0; Bacteria - 6; Metazoa - 82; Fungi - 31; Plants - 251; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink)."
AT5G35917	a pseudogene with cytochrome P450 domain
AT5G35920	a cytochrome P450 pseudogene
AT5G36120	"COFACTOR ASSEMBLY, COMPLEX C (B6F), (CCB3); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: cytochrome b6f complex assembly; LOCATED IN: chloroplast thylakoid membrane, chloroplast; CONTAINS InterPro DOMAIN/s: Protein of unknown function YGGT (InterPro:IPR003425); Has 552 Blast hits to 552 proteins in 118 species: Archae - 0; Bacteria - 273; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 238 (source: NCBI BLink)."
AT5G36130	"cytochrome P450 family; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, E-class, group I (InterPro:IPR002401), Cytochrome P450, conserved site (InterPro:IPR017972); BEST Arabidopsis thaliana protein match is: CYP716A1; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT5G36110.1); Has 17588 Blast hits to 17564 proteins in 1003 species: Archae - 41; Bacteria - 2061; Metazoa - 8787; Fungi - 2008; Plants - 3927; Viruses - 3; Other Eukaryotes - 761 (source: NCBI BLink)."
AT5G38630	Encodes for cytochrome b561.
AT5G39580	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: defense response to fungus, N-terminal protein myristoylation; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G64120.1); Has 2504 Blast hits to 2491 proteins in 133 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 8; Plants - 2490; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink)."
AT5G40150	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT3G28200.1); Has 3213 Blast hits to 3199 proteins in 258 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 351; Plants - 2806; Viruses - 0; Other Eukaryotes - 52 (source: NCBI BLink)."
AT5G40382	"cytochrome-c oxidase; FUNCTIONS IN: cytochrome-c oxidase activity; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrial respiratory chain, endomembrane system; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase subunit Vc (InterPro:IPR008432); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase subunit Vc, putative / COX5C, putative (TAIR:AT5G61310.4); Has 59 Blast hits to 59 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 59; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT5G40810	"cytochrome c1, putative; FUNCTIONS IN: electron carrier activity, iron ion binding, heme binding, electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity; LOCATED IN: mitochondrial respiratory chain, mitochondrion, vacuole, mitochondrial respiratory chain complex III, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c1 (InterPro:IPR002326), Cytochrome c, monohaem (InterPro:IPR009056); BEST Arabidopsis thaliana protein match is: cytochrome c1, putative (TAIR:AT3G27240.1); Has 2945 Blast hits to 2945 proteins in 515 species: Archae - 0; Bacteria - 722; Metazoa - 171; Fungi - 166; Plants - 63; Viruses - 0; Other Eukaryotes - 1823 (source: NCBI BLink)."
AT5G42180	"peroxidase 64 (PER64) (P64) (PRXR4); FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: plant-type cell wall; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase (TAIR:AT5G51890.1); Has 2930 Blast hits to 2917 proteins in 223 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 98; Plants - 2786; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink)."
AT5G42580	a member of the cytochrome P450 family
AT5G42590	putative cytochrome P450
AT5G42650	"Encodes a member of the  cytochrome p450 CYP74 gene family that functions as an allene oxide synthase. This enzyme catalyzes dehydration of the hydroperoxide to an unstable allene oxide in the JA biosynthetic pathway. It shows a dual catalytic activity, the major one being a 13-AOS but also expressing a 9-AOS activity."
AT5G45040	"cytochrome c6 (ATC6); FUNCTIONS IN: electron carrier activity, iron ion binding, heme binding; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c, class I (InterPro:IPR003088), Cytochrome c, monohaem (InterPro:IPR009056); Has 411 Blast hits to 411 proteins in 105 species: Archae - 0; Bacteria - 225; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 148 (source: NCBI BLink)."
AT5G47530	"auxin-responsive protein, putative; INVOLVED IN: multicellular organismal development; LOCATED IN: membrane; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 4 anthesis, LP.04 four leaves visible, C globular stage, petal differentiation and expansion stage, LP.08 eight leaves visible; CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP037471 (InterPro:IPR017214), Protein of unknown function DUF568, DOMON-like (InterPro:IPR007613), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G17280.1); Has 390 Blast hits to 390 proteins in 77 species: Archae - 0; Bacteria - 8; Metazoa - 85; Fungi - 33; Plants - 251; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink)."
AT5G47990	encodes a member of the CYP705A family of cytochrome P450 enzymes. It appears to catalyze the addition of a double bond to thalian-diol at carbon 15. Reduced levels of THAD expression lead to a build up of thalian-diol in root extracts. thad1-1 mutants also have longer roots than wild type seedlings.
AT5G48000	Encodes a member of the CYP708A family of cytochrome P450 enzymes. THAH appears to add a hydroxyl group to the triterpene thalianol. thah1 mutants have an elevated accumulation of thalianol. thah1-1 mutants have longer roots than wild type plants. Thalian-diol and desaturated thalian-diol are lost from the root extracts of thah1-1 mutants. Overexpression of the sequence from At5g48000.1 rescues the thah1-1 mutant phenotype (Field 2008); it is unknown whether the shorter sequences associated with other gene models would provide functional complementation.
AT5G48750	"auxin-responsive protein, putative; INVOLVED IN: multicellular organismal development, extracellular matrix organization; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF568, DOMON-like (InterPro:IPR007613), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: auxin-responsive protein, putative (TAIR:AT3G59070.1); Has 187 Blast hits to 187 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 187; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT5G48810	Encodes a cytochrome b5 isoform that localizes to the ER. The C-terminal portion of the protein appears to be capable of inserting into a plant microsomal membrane in vitro and the protein appears to be subject to glycosylation.
AT5G51220	ubiquinol-cytochrome C chaperone family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; CONTAINS InterPro DOMAIN/s: Ubiquinol-cytochrome C chaperone (InterPro:IPR007129); Has 361 Blast hits to 361 proteins in 132 species: Archae - 0; Bacteria - 99; Metazoa - 154; Fungi - 36; Plants - 23; Viruses - 0; Other Eukaryotes - 49 (source: NCBI BLink).
AT5G51900	"cytochrome P450 family; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; EXPRESSED IN: leaf; EXPRESSED DURING: LP.02 two leaves visible; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, E-class, group I (InterPro:IPR002401); BEST Arabidopsis thaliana protein match is: CYP96A11; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT4G39500.1); Has 1529 Blast hits to 1408 proteins in 212 species: Archae - 8; Bacteria - 225; Metazoa - 106; Fungi - 386; Plants - 753; Viruses - 0; Other Eukaryotes - 51 (source: NCBI BLink)."
AT5G52110	HIGH CHLOROPHYLL FLUORESCENCE 208 (HCF208); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: cytochrome b6f complex assembly; LOCATED IN: chloroplast; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; Has 90 Blast hits to 90 proteins in 39 species: Archae - 0; Bacteria - 57; Metazoa - 0; Fungi - 0; Plants - 28; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).
AT5G52272	pseudogene of ACYB-2/ACYB-1 (cytochrome b reductase)
AT5G53560	"Encodes a cytochrome b5 isoform that can be reduced by AtCBR, a cytochrome b5 reductase."
AT5G54290	"cytochrome c biogenesis protein family; INVOLVED IN: cytochrome complex assembly; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c assembly protein, transmembrane region (InterPro:IPR003834); Has 4702 Blast hits to 4702 proteins in 1058 species: Archae - 87; Bacteria - 2936; Metazoa - 0; Fungi - 0; Plants - 28; Viruses - 0; Other Eukaryotes - 1651 (source: NCBI BLink)."
AT5G54830	"DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein; FUNCTIONS IN: dopamine beta-monooxygenase activity, monooxygenase activity; INVOLVED IN: histidine catabolic process, metabolic process; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593), DOMON (InterPro:IPR013050); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G17280.1); Has 504 Blast hits to 475 proteins in 78 species: Archae - 2; Bacteria - 12; Metazoa - 256; Fungi - 12; Plants - 210; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink)."
AT5G57260	putative cytochrome P450
AT5G57815	"cytochrome c oxidase subunit 6b, putative; FUNCTIONS IN: cytochrome-c oxidase activity; LOCATED IN: mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit VIb (InterPro:IPR003213); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase subunit 6b, putative (TAIR:AT4G28060.1); Has 426 Blast hits to 426 proteins in 126 species: Archae - 0; Bacteria - 0; Metazoa - 243; Fungi - 77; Plants - 83; Viruses - 0; Other Eukaryotes - 23 (source: NCBI BLink)."
AT5G58390	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G58400.1); Has 2891 Blast hits to 2875 proteins in 212 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 66; Plants - 2777; Viruses - 0; Other Eukaryotes - 42 (source: NCBI BLink)."
AT5G58400	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G58390.1); Has 2834 Blast hits to 2818 proteins in 183 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 33; Plants - 2767; Viruses - 0; Other Eukaryotes - 28 (source: NCBI BLink)."
AT5G58860	Encodes a member of the CYP86A subfamily of cytochrome p450 genes.  Expressed significantly only in root tissue.
