AGI code	Annotation
AT3G51470	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT2G33700.1); Has 4518 Blast hits to 4493 proteins in 371 species: Archae - 3; Bacteria - 309; Metazoa - 1375; Fungi - 473; Plants - 1331; Viruses - 9; Other Eukaryotes - 1018 (source: NCBI BLink).      F26O13.110       protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube, protein serine/threonine phosphatase activity, root, seed, sepal"
AT3G51860	"CATION EXCHANGER 3 (CAX3); FUNCTIONS IN: cation:cation antiporter activity, calcium:cation antiporter activity, calcium:hydrogen antiporter activity; INVOLVED IN: in 9 processes; LOCATED IN: plant-type vacuole membrane, vacuolar membrane, vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Sodium/calcium exchanger membrane region (InterPro:IPR004837), Calcium/proton exchanger superfamily (InterPro:IPR004798), Calcium/proton exchanger (InterPro:IPR004713); BEST Arabidopsis thaliana protein match is: CAX1 (cation exchanger 1); calcium ion transmembrane transporter/ calcium:cation antiporter/ calcium:hydrogen antiporter (TAIR:AT2G38170.1); Has 2400 Blast hits to 2283 proteins in 629 species: Archae - 20; Bacteria - 1370; Metazoa - 16; Fungi - 476; Plants - 160; Viruses - 0; Other Eukaryotes - 358 (source: NCBI BLink).      ATCAX3; ATEM1.11; ATHCX1; CATION EXCHANGER 3; CAX1-LIKE; CAX3    4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, NOT calcium:hydrogen antiporter activity, calcium:cation antiporter activity, calcium:hydrogen antiporter activity, carpel, cation transport, cation:cation antiporter activity, cauline leaf, cellular calcium ion homeostasis, cellular manganese ion homeostasis, cellular zinc ion homeostasis, cotyledon, embryo, flower, fruit, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf"
AT3G55050	"serine/threonine protein phosphatase 2C (PP2C6); FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT3G12620.2); Has 3613 Blast hits to 3612 proteins in 213 species: Archae - 0; Bacteria - 4; Metazoa - 1244; Fungi - 391; Plants - 1257; Viruses - 0; Other Eukaryotes - 717 (source: NCBI BLink). T15C9.50         protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube,"
AT3G56350	"superoxide dismutase (Mn), putative / manganese superoxide dismutase, putative; FUNCTIONS IN: superoxide dismutase activity, metal ion binding; INVOLVED IN: superoxide metabolic process, removal of superoxide radicals; LOCATED IN: mitochondrion, endomembrane system; EXPRESSED IN: male gametophyte, seed; EXPRESSED DURING: seedling growth; CONTAINS InterPro DOMAIN/s: Manganese and iron superoxide dismutase (InterPro:IPR001189); BEST Arabidopsis thaliana protein match is: MSD1 (MANGANESE SUPEROXIDE DISMUTASE 1); metal ion binding / superoxide dismutase (TAIR:AT3G10920.1); Has 7816 Blast hits to 7815 proteins in 2190 species: Archae - 145; Bacteria - 5077; Metazoa - 360; Fungi - 544; Plants - 252; Viruses - 1; Other Eukaryotes - 1437 (source: NCBI BLink).       T5P19.1  superoxide dismutase activity, superoxide metabolic process, endomembrane system, metal ion binding, seed, seedling growth, male gametophyte, mitochondrion, removal of superoxide radicals, superoxide dismutase activity     true"
AT3G62020	"germin-like protein (GLP10)     F21F14.190; GERMIN-LIKE PROTEIN 10; GLP10        cell wall, manganese ion binding, nutrient reservoir activity, 4 anthesis, 4 leaf senescence stage, C globular stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, biological process unknown, carpel, embryo, flower, gynoecium, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, petal, petal differentiation and expansion stage, petiole, plant-type cell wall, root, sepal, shoot, shoot apex, sperm cell, stamen, stem     true"
AT3G62260	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: catalytic/ protein serine/threonine phosphatase (TAIR:AT1G48040.1); Has 4767 Blast hits to 4744 proteins in 462 species: Archae - 3; Bacteria - 523; Metazoa - 1381; Fungi - 534; Plants - 1284; Viruses - 9; Other Eukaryotes - 1033 (source: NCBI BLink).        T17J13.220       protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, root, seed, sepal, shoot, shoot apex, sperm cell, stamen"
AT4G03080	"BRI1 SUPPRESSOR 1 (BSU1)-LIKE 1 (BSL1); FUNCTIONS IN: hydrolase activity, manganese ion binding, protein serine/threonine phosphatase activity, iron ion binding, phosphoprotein phosphatase activity; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Metallophosphoesterase (InterPro:IPR004843), Kelch repeat type 1 (InterPro:IPR006652), Kelch repeat type 2 (InterPro:IPR011498), Serine/threonine protein phosphatase, BSU1 (InterPro:IPR012391), Kelch-type beta propeller (InterPro:IPR015915), Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase (InterPro:IPR006186); BEST Arabidopsis thaliana protein match is: kelch repeat-containing serine/threonine phosphoesterase family protein (TAIR:AT2G27210.1); Has 8464 Blast hits to 6996 proteins in 403 species: Archae - 49; Bacteria - 206; Metazoa - 3422; Fungi - 1329; Plants - 1405; Viruses - 5; Other Eukaryotes - 2048 (source: NCBI BLink).      BRI1 SUPPRESSOR 1 (BSU1)-LIKE 1; BSL1; T4I9.4; T4I9_4    plasma membrane, cultured cell, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentia"
AT4G14630	"germin-like protein with N-terminal signal sequence that may target it to the vacuole, plasma membrane and/or outside the cell. DL3355W; FCAALL.278; GERMIN-LIKE PROTEIN 9; GLP9         response to salt stress, manganese ion binding, nutrient reservoir activity, root, 4 anthesis, extracellular region, hypocotyl, plant-type vacuole, plasma membrane, root, sepal, stamen, stem true"
AT4G29490	"aminopeptidase/ manganese ion binding; FUNCTIONS IN: manganese ion binding, aminopeptidase activity; INVOLVED IN: cellular process; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M24B, X-Pro dipeptidase/aminopeptidase P  N-terminal (InterPro:IPR007865), Peptidase M24, structural domain (InterPro:IPR000994); BEST Arabidopsis thaliana protein match is: metallopeptidase M24 family protein (TAIR:AT1G09300.2); Has 7096 Blast hits to 7089 proteins in 1383 species: Archae - 160; Bacteria - 3987; Metazoa - 333; Fungi - 234; Plants - 49; Viruses - 0; Other Eukaryotes - 2333 (source: NCBI BLink).        F17A13.310; F17A13_310   chloroplast, aminopeptidase activity, manganese ion binding, cellular process, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, root, seed, sepal, shoot, shoot apex, stamen, stem      true"
AT4G30910	"cytosol aminopeptidase family protein; FUNCTIONS IN: manganese ion binding, metalloexopeptidase activity, aminopeptidase activity; INVOLVED IN: proteolysis, protein metabolic process; LOCATED IN: chloroplast; EXPRESSED IN: guard cell; CONTAINS InterPro DOMAIN/s: Peptidase M17, leucyl aminopeptidase, C-terminal (InterPro:IPR000819), Peptidase M17, leucyl aminopeptidase, N-terminal (InterPro:IPR008283), Peptidase M17, leucyl aminopeptidase (InterPro:IPR011356); BEST Arabidopsis thaliana protein match is: cytosol aminopeptidase family protein (TAIR:AT4G30920.1); Has 7370 Blast hits to 7367 proteins in 1221 species: Archae - 15; Bacteria - 3183; Metazoa - 615; Fungi - 19; Plants - 77; Viruses - 0; Other Eukaryotes - 3461 (source: NCBI BLink).    F6I18.180; F6I18_180     chloroplast, aminopeptidase activity, metalloexopeptidase activity, proteolysis, manganese ion binding, protein metabolic process, aminopeptidase activity, guard cell, proteolysis    true"
AT4G30920	"cytosol aminopeptidase family protein; FUNCTIONS IN: manganese ion binding, metalloexopeptidase activity, aminopeptidase activity; INVOLVED IN: proteolysis, protein metabolic process; LOCATED IN: chloroplast, vacuole; EXPRESSED IN: guard cell, cultured cell; CONTAINS InterPro DOMAIN/s: Peptidase M17, leucyl aminopeptidase, C-terminal (InterPro:IPR000819), Peptidase M17, leucyl aminopeptidase, N-terminal (InterPro:IPR008283), Peptidase M17, leucyl aminopeptidase (InterPro:IPR011356); BEST Arabidopsis thaliana protein match is: cytosol aminopeptidase family protein (TAIR:AT4G30910.1); Has 7361 Blast hits to 7357 proteins in 1222 species: Archae - 15; Bacteria - 3183; Metazoa - 618; Fungi - 19; Plants - 75; Viruses - 0; Other Eukaryotes - 3451 (source: NCBI BLink).    F6I18.170; F6I18_170     chloroplast, vacuole, aminopeptidase activity, metalloexopeptidase activity, proteolysis, manganese ion binding, protein metabolic process, cultured cell, aminopeptidase activity, guard cell, proteolysis    true"
AT4G31860	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT2G25070.1); Has 4064 Blast hits to 3913 proteins in 237 species: Archae - 2; Bacteria - 12; Metazoa - 1375; Fungi - 451; Plants - 1250; Viruses - 7; Other Eukaryotes - 967 (source: NCBI BLink).              plasma membrane, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube, protein serine/threonine phosphatase activity, root, see"
AT4G33920	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: mitochondrion, protein serine/threonine phosphatase complex; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT3G51370.1); Has 3521 Blast hits to 3519 proteins in 216 species: Archae - 0; Bacteria - 7; Metazoa - 1157; Fungi - 386; Plants - 1254; Viruses - 3; Other Eukaryotes - 714 (source: NCBI BLink).        F17I5.110; F17I5_110     mitochondrion, protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/"
AT4G35090	"Encodes a peroxisomal catalase, highly expressed in bolts and leaves.  mRNA expression patterns show circadian regulation with mRNA levels being high in the subjective early morning. Loss of function mutations have increased H2O2 levels and increased H2O2  sensitivity. Mutants accumulate more toxic ions yet show decreased sensitivity to Li+. This decreased sensitivity is most likely due to an insensitivity to ethylene.  Note that in Queval et al. (2007) Plant Journal, 52(4):640, SALK_057998 is named as cat2-1, SALK_076998 is named as cat2-2; in Bueso et al. (2007) Plant Journal, 52(6):1052, SALK_076998 is named as cat2-1. TAIR has adopted the nomenclature consistent with that in Bueso et al. (2007) after consultation with the authors: SALK_076998 (cat2-1), SALK_057998 (cat2-2).    CAT2; CATALASE 2; T12J5.2        chloroplast, peroxisome, seed, leaf, juvenile leaf, cultured cell, seedling growth, cytosolic ribosome, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, catalase activity, cauline leaf, cell death, cell redox homeostasis, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to sulfate starvation, cobalt ion binding, cotyledon, embryo, flower, hydrogen peroxide catabolic process, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base,"
AT4G37230	"oxygen-evolving enhancer protein, chloroplast, putative / 33 kDa subunit of oxygen evolving system of photosystem II, putative; FUNCTIONS IN: calcium ion binding; INVOLVED IN: photosystem II stabilization, photosynthesis; LOCATED IN: oxygen evolving complex, extrinsic to membrane; CONTAINS InterPro DOMAIN/s: Photosystem II manganese-stabilizing protein PsbO (InterPro:IPR002628); BEST Arabidopsis thaliana protein match is: PSBO1 (PS II OXYGEN-EVOLVING COMPLEX 1); oxygen evolving/ poly(U) binding (TAIR:AT5G66570.1); Has 357 Blast hits to 357 proteins in 114 species: Archae - 0; Bacteria - 115; Metazoa - 1; Fungi - 0; Plants - 116; Viruses - 0; Other Eukaryotes - 125 (source: NCBI BLink).  AP22.76; AP22_76         oxygen evolving complex, calcium ion binding, photosynthesis, extrinsic to membrane, photosystem II stabilization, oxygen evolving complex     false"
AT4G38520	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT5G66080.1); Has 3650 Blast hits to 3649 proteins in 220 species: Archae - 0; Bacteria - 8; Metazoa - 1278; Fungi - 396; Plants - 1219; Viruses - 5; Other Eukaryotes - 744 (source: NCBI BLink).              protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, root, s"
AT5G02760	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT3G12620.2); Has 3788 Blast hits to 3786 proteins in 222 species: Archae - 2; Bacteria - 8; Metazoa - 1298; Fungi - 398; Plants - 1308; Viruses - 2; Other Eukaryotes - 772 (source: NCBI BLink).     F9G14.70; F9G14_70       protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, D bilateral stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, shoot, shoot apex, stem     true"
AT5G06750	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: mitochondrion, protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT5G66080.1); Has 3459 Blast hits to 3458 proteins in 213 species: Archae - 0; Bacteria - 4; Metazoa - 1097; Fungi - 381; Plants - 1276; Viruses - 5; Other Eukaryotes - 696 (source: NCBI BLink).               mitochondrion, protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonin"
AT5G10740	"protein phosphatase 2C-related / PP2C-related; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT5G24940.1); Has 5631 Blast hits to 5529 proteins in 624 species: Archae - 9; Bacteria - 1045; Metazoa - 1489; Fungi - 552; Plants - 1360; Viruses - 11; Other Eukaryotes - 1165 (source: NCBI BLink).        MAJ23.3  protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, pollen tube, protein serine/threonine phosphatase activity, root, seed, sepal, shoot apex, stamen, stem       true"
AT5G24940	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C-related / PP2C-related (TAIR:AT5G10740.1); Has 6333 Blast hits to 5976 proteins in 644 species: Archae - 14; Bacteria - 1119; Metazoa - 1839; Fungi - 645; Plants - 1383; Viruses - 13; Other Eukaryotes - 1320 (source: NCBI BLink). F6A4.150; F6A4_150       protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, L mature pollen stage, M germinated pollen stage, flower, leaf whorl, male gametophyte, petal, petal differentiation and expansion stage, pollen tube, protein serine/threonine phosphatase activity, sepal true"
AT5G26700	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), Germin (InterPro:IPR001929), RmlC-like jelly roll fold (InterPro:IPR014710), 11-S plant seed storage protein (InterPro:IPR006044); BEST Arabidopsis thaliana protein match is: GLP8 (GERMIN-LIKE PROTEIN 8); manganese ion binding / nutrient reservoir (TAIR:AT3G05930.1); Has 1296 Blast hits to 1286 proteins in 184 species: Archae - 2; Bacteria - 138; Metazoa - 2; Fungi - 54; Plants - 1090; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).                manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, C globular stage, biological process unknown, carpel, embryo, flower, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, sepal, stamen, stem      true"
AT5G38910	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: manganese ion binding / nutrient reservoir (TAIR:AT5G38940.1); Has 856 Blast hits to 853 proteins in 77 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 27; Plants - 820; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).        K15E6.90; K15E6_90       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  false"
AT5G38930	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: cell wall; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: manganese ion binding / nutrient reservoir (TAIR:AT5G38940.1); Has 859 Blast hits to 857 proteins in 80 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 31; Plants - 815; Viruses - 0; Other Eukaryotes - 13 (source: NCBI BLink).   K15E6.110; K15E6_110     cell wall, manganese ion binding, nutrient reservoir activity, biological process unknown      false"
